album_name,album_id,song_id,song_name,release_date,album_type,lyrics
Care Package,549691,240199,Heat of the Moment,2019,Compilation Album," All the school kids are so sick of books and learnin They dont read anymore, they dont even read anymore They just wanna be like all the rappers that I cant stand Niggas we dont need anymore All the niggas we dont need anymore And all the cops are still hangin out at the doughnut shops Talkin bout how the weathers changin The ice is meltin as if the world is endin  She asked me ""Who are you gonna be when its all over? When its all over?"" She asked me ""Who are you gonna be when its all over? When its all over?"" I dont wanna think about that right now Heat of the moment Heat of the moment, girl, heat of the moment I aint even got a strap, if you think we really need one, Im on it The last man fucked up, Ill take it since he doesnt want it Cant think straight in the heat of the moment, heat of the moment  What are we even doing?  Ridin clean With you on my mind and Im thinkin dirty things Yes Lord, yes Lord, yes Lord Ive seen some things I wish we had met when I was in my teens Yes Lord, yes Lord, yes Lord Cause these days I only know conditional love Im not used to settlin down Im too used to switchin it up, oh And she says, ""You dont how good it is to be you cause youre him"" And I say ""Well, goddamn""    Then ask myself Who am I gonna be when its all over? When its all over? Who am I gonna be when its all over? When its all over? I dont wanna think about that right now Heat of the moment Heat of the moment, girl, heat of the moment I aint even got a strap if you think we really need one, Im on it The last man fucked up, Ill take it since he doesnt want it Cant think straight in the heat of the moment, heat of the moment All of this, its alcohol, its drugs, weed, its everything that you could ever imagine. Man, our sisters, our sisters, and our brothers, our brothers, need to stop this shit. They need to take a step up. Young girls are hot, and they will fuck anybody, anytime, anyway. Because they are so hot and young guys are, they are going for it. This shit has to stop, man. This shit has to stop. These people need to uh, uh, uh, uh educate themselves. Women are too fucking hot.   Yeah, youre right. Youre right. Alright man, well, shit, I just wanted… They know theyre too hot. They dont give a fuck. Its the heat of the moment. Its the heat of the moment and thats all it is. Its the heat of the moment.   I agree This shit, thats all it is. Its the heat of the moment. Be a 100% woman, or try and be a 100% man, and use a fucking condom Haaa32 "
Care Package,549691,140797,Girls Love Beyoncé,2019,Compilation Album," Look, I know girls love Beyoncé Girls love to fuck with your conscience Girls hate when niggas go missing And shawty you aint no different These days its hard to meet women Feel like my love life is finished Ive been avoiding commitment Thats why Im in this position Im scared to let somebody in on this No new friends, no, no, no You know how this shit go You got your fair share of admirers that call your phone You try to act like its just me, but I am not alone But if youre alone, then Say my name, say my name When no one is around you Say, ""Baby, I love you"" If you aint running games Say my name, say my name You actin kinda shady, baby Why the sudden change? Say my name Say my name Say my name Say my name, say my name If no one is around you    Yeah, uh Say my name, say my name Cause those other men are practice And this aint no time for actin And this aint no time for games And this aint no time for uncertainty And this aint no time for locking your phone and not coming home And startin some shit when Im in the zone This is why Ive been saying No new friends, no, no, no You know how this shit goes This is not four years ago Time escapes me Now forget how it felt when this shit move slow I come through in whips that make a young boy take the long way home All my young boys round me saying, ""Get money and fuck these hoes"" Where we learn these values? I do not know what to tell you Im just trying to find a reason not to go out every evening I need someone thatll help me think of someone besides myself I need someone I leave through the front door with Cause we dont wanna hide no more Plus youre not shy no more Neither of us wanna play the side no more No, Im not alone Even though nothing was the same Let me get your ass alone Let me make you say my name Say my name Say my name, say my name When no one is around you Say, ""Baby, I love you"" If you aint running games Say my name, say my name You actin kinda shady, baby Why the sudden change? Say my name Say my name Say my name Say my name, say my name If no one is around you24 "
Care Package,549691,776,Paris Morton Music,2019,Compilation Album," Wouldve came back for you, I just needed time To do what I had to do, caught in the life I cant let it go Whether thats right, I will never know, oh-oh-oh  Hope you forgive me, never meant wrong Tried to be patient but waited too long But I wouldve came back, but I wouldve came back for you Wouldve came back, wouldve came back  I talk slicker than a pimp from Augusta Who just had his linen suit dry-cleaned Bitches, whats up with ya? I hate calling the women ""bitches,"" but the bitches love it I took some sense and made a nickel of it Im urging all daughters to kiss their mothers With those lips that all that lipstick covers Youre never too grown up to miss and hug her And girls counting on me to be there like missing rubbers Im on some Marvin Gaye shit, a bunch of distant lovers This aint the life that Im used to Reintroduced to people Ive been introduced to Did you forget me? Or are you too scared to tell me that you met me And fear that I wont remember? I wish you could still accept me for me I miss Memphis, Tennessee, my cousins, my dad The simplistic beauty that all of them Southerners have Im halfway across the world with dozens of bags Feeling like all four members of Color Me Badd In one nigga, amazing shit I got that Courtney Love for you, that crazy shit I dont drink every bottle I own, I be aging shit And I got them wedding ring flows, that engaging shit Which one of yall got fleets on your keychains? The seats for these Heat games? I really think that you stare at yourself and you see things La Familia, Ive been inducted and instructed To stunt on these niggas we dont really fuck with, fuck is up? Having lunch and debating Ferrari prices 23 and going through a midlife crisis But trust me, I still deliver like a midwife And no, Im not saying Im the nicest, I just live life like it Uh, it take a certain type of man to teach To be far from hood, but to understand the streets I never threw away that paper with my Grammy speech Because I havent hit the pinnacles I plan to reach Yeah, you gotta own it if you want it Kisses all on her body, she tells me live in the moment And, baby, Ill never forget none of that Girl, I told you I was coming back, I    Wouldve came back for you, I just needed time To do what I had to do, caught in the life I cant let it go Whether thats right, I will never know  Hope you forgive me, never meant wrong Tried to be patient but waited too long But I wouldve came back, but I wouldve came back for you Wouldve came back, wouldve came back3 "
Care Package,549691,1865293,Can I,2019,Compilation Album," Can I, baby? Can I, baby? Yeah, can I, baby? Can I, baby? Can I bring you to the six where I really stay, baby? Show you why I am the way I am Can I tell you what I think my biggest flaw is, baby? I try to be consistent, but I cant Can I have an honest moment wit you right now, baby? Tell me who the fuck you want to be Can I get an honest answer from you right now, baby? Cause all we ever talk about is me Can I? Before I turn the lights out Fore I turn the lights out, tell me who the fuck you want to be Can I call instead of text you on the hotline? Sometimes a nigga wanna hear your voice Can I see you right now, I know the sun is up, baby? Sorry, I dont really have a choice Can I ever make you feel like Im down for you, baby? You do so much more than that for me Can I finally take the time and open up to you, baby? Cause thats the side you never get to see Can I? Before I turn the lights out one more time Fore I turn the lights out, tell me who the fuck you want to be    Can I, baby? Can I? Before I turn the lights out Can I, baby? Can I, baby? Can I, baby? Can I, baby? Can I? Before I turn the lights out Tell me who the fuck you wanna be Can I? Can I, baby? Can I, baby? Can I, baby? Can I? Before I turn the lights out one more time Tell me who the fuck you wanna be Before I turn the lights out28 "
The Best in the World Pack,536814,4629363,Omertà,2019,EP," Look at my history Im tryna see whats different from that guy and the richer me The only thing I see is custom owls from Tiffany And some gunnas thatll hit you outta nowhere like epiphany Really, thats it to me Aside from the obvious, man, it changes in scenery Testin me gon have my niggas testin machinery They say that they happy, my man, thats not how they seem to be The boy, he wild and peaceful, rest in peace Teena Marie Ethics and values, mob traditions, old fashioned Monopoly action Bronny buyin up Brentwood like he still in Akron A lot of pain, a lot of passion A lot of relaxin while other niggas is overreactin Thats how we continue down the path of Jordan and Jackson Thats some insight for yall even if no ones askin Last year, niggas really feel like they rode on me Last year, niggas got hot cause they told on me Im bout to call the bluff of anybody that fold on me Im buyin the buildin of every door that closed on me Yeah, Loro Piana and Brioni, the one and only Champagne popper, the love doctor Your baby mother call me when she lonely My tailor see me twice a week, he like my homie Forever grateful, forever thankful Diamond necklace, but she wears it on her ankle The bitch is trendy My enemies send each other the texts that they could never send me Im bankin two million a show for the residency Nevada gaming commission in a frenzy How much money can this casino lend me? Rippin markers up over shots of the Henny Vivid memory, can someone send me a real nigga interlude? To me, Benihana is pigeon food This not a forgivin mood So much, we gotta count the 20s up in a different room I am just a body that my brothers are livin through Keepin my connections strictly physical Everyone thats married is miserable I know that that is not a lifestyle I can give into The rise to the top of this mountain has been biblical I dont carry cash cause the money is digital Its the American Expresser, the debt collector Hailin all the way from the Mecca Got something for Trudy and Rebecca This shit could last forever The mind controller, the Ayatollah I built a bridge to success and had visions of me ridin over Step in the room and October gets a lot closer Haunted houses I dont know how to count in thousands, only millions Now tell your friends Im not the villain Send em to Lagos or Turks and Caicos Barbados, Trinidad and Tobago Never go the same places they go Separate vacations A far cry from when Drizzy had slept in the basement I was never on the path to get into Cambridge I mean, I was good at doin math, but Im better with language Borderline dangerous, approach with caution I plan to buy your most personal belongings when they up for auction Man, truth be told, I think about it often The petty king, the overseer of many things I wish that I was playin in a sport where we were gettin rings I wouldnt have space on either hand for anything West Hollywood, know my presence is menacing Cosa Nostra, shady dealings Racketeering, the syndicate got they hand in plenty things The things that weve done to protect the name are unsettling But no regrets, though, the namell echo Years later, none greater Death to a coward and a traitor, thats just in my nature, yeah  3 "
The Best in the World Pack,536814,4629364,Money in the Grave,2019,EP," Yeah, okay Lil CC on the beat, mmm Yeah, yeah  I mean, where the fuck should I really even start? I got hoes that Im keepin in the dark I got my niggas cross the street livin large Thinkin back to the fact that they dead Thought my raps wasnt facts til they sat with the bars I got two phones, one need a charge Yeah, they twins, I could tell they ass apart I got big packs comin on the way I got big stacks comin out the safe I got Lil Max with me, he the wave Its a big gap between us in the game In the next life, Im tryna stay paid When I die, put my money in the grave  When I die, put my money in the grave I really gotta put a couple niggas in they place Really just lapped every nigga in the race I really might tat ""Realest Nigga"" on my face Lil CC let it slap with the bass I used to save hoes with a mask and a cape Now Im like, ""Nah, love, Im good, go away"" Aint about to die with no money, I done gave it    I was on top when that shit meant a lot Still on top like Im scared of the drop Still on top and these niggas wanna swap Niggas wanna swap like its Slauson or Watts I dont wanna change cause Im good where Im at Mob ties, so Im always good where Im at Word to Junior, Jazzy, Baby J Tell em when I die, put my money in the grave  Couple figures, killers call and collect (Collect) She fuck a nigga, then she on to the next (Next) Really livin large, she in awe with a mack When you niggas thinkin small in the mall with a rat (Rat) Roll with us if you really wanna get it (Get it) Go get a half a million in the Sprinter (Sprinter) Phone ringin, bitches know a big tipper (Tipper) I got the hookup and theres really no limit (Limit) Dead broke is in you nigga DNA (DNA) Rickey Smileys in Decatur with the yé Lil nigga, just another state case Bury my motherfuckin Chase Bank, time to bounce (Bounce) Gotta count on my allowance (Gotta count on my allowance) You niggas snitches so I gotta reroute it (So I gotta reroute it) A nigga drippin like I got a zillion dollars Got the trap jumpin like Zion when I rebound it Then Im out (Then Im out) And Ill never talk about it (About it) The homies quiet, but we all smoke the loudest (Loudest) Rich niggas and Im really bein modest Cause the way I do my deals, never treated like a artist Want the house (House) You could DM my accountant My per diem six figures and Im countin Nine figures was the goal til I hit it These niggas aint livin, so bury mine with me Ross got it (Maybach Music) When I die, put my money in the grave I really gotta put a couple niggas in they place Really just lapped every nigga in the race I really might tat ""Realest Nigga"" on my face Lil CC let it slap with the bass I used to save hoes with a mask and a cape Now Im like, ""Nah, love, Im good, go away"" Aint about to die with no money, I done gave it7 "
Scorpion,420582,3807729,Survival,2018,Studio album," I been waitin on this Yeah  All of this disorder, no addressin The crown is broken in pieces, but theres more in my possession Theres a whole lot in my possession Who do you really love? Well, thats sure to be in question My Mount Rushmore is me with four different expressions Whos givin out this much return on investment? After my run, man, how is that even a question? After this summer, man, how is that even a— Ive had real Philly niggas try to write my endin Takin shots with the GOAT and talked about shots that we sendin Ive had scuffles with bad boys that wasnt pretendin Ive had too many nights to mention, thats just the beginnin Im pretty sure we got a label, Im still independent I fell back a hundred times when I dont get the credit Seen this movie a hundred times, I know where its headed Realize someone gotta die when no onell dead it Niggas gamblin with they life for some content Thats the type of lottery that could get your top picked I am a cream-of-the-crop nigga You niggas pop mollies, my Malis pop niggas House on both coasts, but I live on the charts I have tea with the stars and I swim with the sharks And I see in the dark, wasnt this cold at the start Think my soul has been marked, theres a hole in my heart Yeah, I was about to— Man, I thought about it Its unsettlin to talk about it Free all of my niggas that they caught with it RIP my niggas that they caught without it This just the intro, let me not get ahead of myself This is Gods plan, young man, you said it yourself Always got a ace up my sleeve for whatever was dealt Daddy got suits like Bernie Mac, he dresses himself I stopped askin myself and I started feelin myself Now I gotta deal with all this drama and deal with myself I aint even have to cut the tie, it severed itself This just the intro, let me not get ahead of myself  2 "
Scorpion,420582,3807730,Nonstop,2018,Studio album," Tay Keith, fuck these niggas up!  Look, I just flipped a switch (Flipped, flipped) I dont know nobody else thats doin this Bodies start to drop, ayy (Hit the floor) Now they wanna know me since I hit the top, ayy This a Rollie, not a stopwatch, shit dont ever stop This the flow that got the block hot, shit got super hot, ayy Give me my respect (Give me my respect) I just took it left like Im ambidex Bitch, I move through London with the Eurostep (Two) Got a sneaker deal and I aint break a sweat Catch me cause Im gone (Outta there, Im gone) How I go from 6 to 23 like Im LeBron? Servin up a pack (Servin up a pack) Niggas pullin gimmicks cause they scared to rap, ayy Funny how they shook, ayy, got these niggas shook Pullin back the curtain by myself, take a look, ayy Im a bar spitta, Im a hard hitta Yeah Im light-skinned, but Im still a dark nigga Im a wig splitta, Im a tall figure Im an unforgivin wild-ass dog nigga Somethin wrong with em, got em all bitter Im a bill printer, Im a gravedigger Yeah, I am what I am I dont have no time for no misunderstandings again    My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin This a Rollie, not a stopwatch, shit dont ever stop From smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is–  Future took the business and ran it for me I let Ollie take the owl, told him brand it for me I get 2 million a pop and thats standard for me Like I went blind, dog, you gotta hand it to me (Gotta gimme that shit, dog) Prayed, then I prayed again (Amen, Lord) Had a moment but it came and went (They dont love you no more) You dont wanna play with him (Nah, nah, nah) Theyll be mournin you like 8AM (R.I.P.) Pinky ring til I get a wedding ring (Whoa, yeah) Love my brothers, cut em in on anything (Big slice) And you know its King Slime Drizzy, damn (Woo yeah) She just said Im bae, I hit the thizzle dance (Mac Dre shit) Either hand is the upper hand (Oh yeah, shit) Got a bubba on my other hand (Whoa, yeah, shit, yeah) This shit aint no hundred bands (Nah, nah, nah, nah) Palace look like Buckingham Bills so big, I call em Williams, for real Reasons to go crazy, got a trillion, for real They been tryin me but Im resilient, for real I cant go in public like civilian, for real And I hardly take offense Money for revenge, man, thats hardly an expense Al Haymon checks off of all of my events I like all the profit, man, I hardly do percents (I dont do that shit) A big part of me resents Niggas that I knew from when I started in this shit They see what I got and, man, its hard to be content Fuck what they got goin on, I gotta represent (Ayy!) My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin This a Rollie, not a stopwatch, shit dont ever stop From smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin, from smokin the chicken, the bass is kickin My head is spinnin This the flow that got the block hot, shit got super hot9 "
Scorpion,420582,3797175,Elevate,2018,Studio album," Ayy, elevate, elevate Only obligation is to tell it straight So much on my plate I gotta delegate Baka passed a drug test, we gotta celebrate Im in bed awake, thinkin howd I make All this happen for myself and my family All this happen for myself and my family Theres no way that this is real, man, it cant be (Yeah, yeah)  If you need me, you can call me, I stay busy makin money You know what is on my mind, all I think about is hunnids I stay busy (Bzz!) workin on me I stay busy with my business, homie I already hit her when you left her lonely She is not the type that likes to take things slowly Slowly, my mouth is goin off, I dont know patience I got a chance then my niggas got it too like its contagious I see the future when I get wavy (Wavy God!) But I couldnt picture bein Champagne (Haan) when I would buy that shit and save it for the right occasion I couldnt picture changes When I was with Ms. Creighton, that lady hates me Couldnt picture wifin Braden when I was pumpin gas on road trips to go from Cincinnati on to Dayton I couldnt gauge it I wanna thank God for workin way harder than Satan Hes playin favourites, it feels amazin (Yeah)    Elevate, elevate Only obligation is to tell it straight Me and all the guys found a better way This a life bid we can never separate Im in bed awake, thinkin howd I make All this happen for myself and my family All this happen for myself and my family Theres no way that this is real, man, it cant be  Yeah, I can only tell you shit in pieces As it happens to me, I begin to write the thesis Franny got the Aria setup like its a Freaknik Vegas like Marineland, that big whale treatment Georgie got me up a hunnid thousand for the weekend I gotta move the safe beside the bed when I be sleepin My mood is changin this summer, Ima be tweakin3 "
Scorpion,420582,3807731,Emotionless,2018,Studio album," Youve got me feeling emotions Ayy, higher Ah Youve got me fe– You, oh  Dont link me Dont hit me when you hear this and tell me your favorite song Dont tell me how you knew it would be like this all along I know the truth is you wont love me until Im gone And even then the thing that comes after is movin on I cant even capture the feeling I had at first Meetin all my heroes like seein how magic works The people I look up to are goin from bad to worse Their actions out of character even when they rehearse Workin in the land of the free, the home of the brave I gotta bring my brothers or else I feel out of place Breakin speed records on roads that these niggas paved And they dont like that, its written all on they face I dont know how Ima make it out of here clean Cant even keep track of who plays for the other team Iconic duos rip and split at the seams Good-hearted people are takin it to extremes Leavin me in limbo to question what I believe Leavin me to ask whats their motive in makin peace Leavin me to not trust anybody I meet Leavin me to ask, is there anybody like me?    Youve got me fe– You, oh Youve got me fe– You, oh, ayy  Missin out on my years Theres times when I wish I was where I was Back when I used to wish I was here Missin out on my days Scrollin through life and fishin for praise Opinions from total strangers take me out of my ways I try and see whos there on the other end of the shade Most times its just somebody thats underaged Thats probably just alone and afraid And lashin out so that someone else can feel they pain I always hear people complain about the place that they live That all the people here are fake and they got nothin to give Cause they been starin at somebody elses version of shit That makes another city seem more excitin than it is I know a girl whose one goal was to visit Rome Then she finally got to Rome And all she did was post pictures for people at home Cause all that mattered was impressin everybody shes known I know another girl thats cryin out for help But her latest caption is ""Leave me alone"" I know a girl happily married til she puts down her phone I know a girl that saves pictures from places shes flown To post later and make it look like she still on the go Look at the way we live I wasnt hidin my kid from the world I was hidin the world from my kid From empty souls who just wake up and look to debate Until you starin at your seed, you can never relate Breakin news in my life, I dont run to the blogs The only ones I wanna tell are the ones I can call They always ask, ""Why let the story run if its false?"" You know a wise man once said nothin at all Im exhausted and drained, I cant even pretend All these people takin miles when you give em an inch All these followers but who gon follow me to the end? I guess Ill make it to the end and Ima find out then Youve got me fe– You, ohhhh, ayy Higher, higher Youve got me fe– You, ohhhh, ayy Higher, higher6 "
Scorpion,420582,3315890,God's Plan,2018,Studio album," And they wishin and wishin And wishin and wishin, they wishin on me Yeah  I been movin calm, dont start no trouble with me Tryna keep it peaceful is a struggle for me Dont pull up at 6 AM to cuddle with me You know how I like it when you lovin on me I dont wanna die for them to miss me Yes, I see the things that they wishin on me Hope I got some brothers that outlive me They gon tell the story, shit was different with me  Gods plan, Gods plan I hold back, sometimes I wont, yeah I feel good, sometimes I dont (Ayy, dont) I finessed down Weston Road (Ayy, nessed) Might go down a G.O.D. (Yeah, wait) I go hard on Southside G (Yeah, wait) I make sure that north-side eat And still  Bad things Its a lot of bad things that they wishin and wishin And wishin and wishin, they wishin on me Bad things Its a lot of bad things that they wishin and wishin And wishin and wishin, they wishin on me Yeah, ayy, ayy    She say, ""Do you love me?"" I tell her, ""Only partly I only love my bed and my mama, Im sorry"" Fifty Dub, I even got it tatted on me Eighty-one, theyll bring the crashers to the party And you know me Turn the O2 into the O3, dog Without 40, Oli, thered be no me Magine if I never met the broskies  Gods plan, Gods plan I cant do this on my own, ayy (No, ayy) Someone watchin this shit close (Yep, close) Ive been me since Scarlett Road, ayy (Road, ayy) Might go down as G.O.D. (Yeah, wait, yeah) I go hard on Southside G (Ayy, wait, ayy) I make sure that north-side eat, yeah And still  Bad things Its a lot of bad things that they wishin and wishin And wishin and wishin, they wishin on me Yeah, yeah Bad things Its a lot of bad things that they wishin and wishin And wishin and wishin, they wishin on me Yeah93 "
Scorpion,420582,3745302,I'm Upset,2018,Studio album," Yeah Im working on dying  Im upset Fifty thousand on my head, its disrespect So offended that I had to double check Ima always take the money over sex Thats why they need me out the way, what you expect?  Got a lot of blood and its cold They keep tryna get me for my soul Thankful for the women that I know Cant go fifty-fifty with no ho Every month Im supposed to pay her bills and get her what she want I still got like seven years of doin what I want My dad still got child support from 1991 (One, one, one) Outta town, people love to pop a lot of shit then come around Word to Flacko Jodye, he done seen us put it down Niggas askin if Im cool  Im upset (Set, set) Hunnid thousand on my head, its disrespect (Disrespect) So offended that I had to double check    You tryna check? This is real life, niggas think we playin chess So whats next? Jump up out the bed like Im possessed I go out on tour and I say Im drinkin less End up gettin loose and gettin pictures from my ex (Ex, ex, ex, ex) SMS, triple X Thats the only time I ever shoot below the neck (Skrr) Why you keep on shootin if you know that nigga dead? (Skrr) Thats the only kind of shit that gets you some respect  Got a lot of blood and its cold They keep tryna get me for my soul (For my soul) Thankful for the women that I know Cant go fifty-fifty with no ho (Ayy, ayy) Every month She dont even love me, she just puttin on a front (Front) She gon try and settle outta court and make a run Then gon ask me how Im doin?  Im upset (Set, set) Half a million on my head I can accept, yeah Least it makes me feel like someone tried their best, yeah Want to waste a half a million, be my guest Made me wanna buy a vest and a TEC (Skrr) But Im blessed, I just checked (Checked, checked) Hate me, never met me in the flesh (Flesh) Said shes got some things she gotta come here and collect That shit is in a box to the left, to the left (Left, left, left) Got a lot of blood and its cold They keep tryna get me for my soul (For my soul) Thankful for the women that I know (That I know) Cant go fifty-fifty with no ho9 "
Scorpion,420582,3807743,8 Out of 10,2018,Studio album," Too rich for who? Yall just got rich again Who grips the mic and likes to kill they friends? Ive never been the type to make amends If shit was at a eight, we like to, we like to, we like to— Yeah, if shit was at a eight, we like to make it ten 1da sent this in, Im goin up all the way I dont like to talk when theres nothin else left to say (True)  Drizzy bout to drop, the game is in disarray Id tell you hear me out but we both know end of the day Your sister is pressin play, your trainer is pressin play Your wifey, your wifey, your wifey, your wifey— (True)  I gotta breathe real deep when I catch an attitude I got a whole nother level that I can tap into Max said they only blessed when they attached to you The only deadbeats is whatever beats I been rappin to (True) And the product is still the best though Its only good in my city because I said so Just to fit the estate man, I had to Copperfield like presto Voilà, tada (True)  Never a matter of ""could I?"" or ""should I?"" Kiss my son on the forehead then kiss your ass goodbye As luck would have it, Ive settled into my role as the good guy I guess luck is on your side I guess luck is on your side All sevens, no sixes, rest easy, get some shut eye Hold on, hold up, but I—    Miss makin em pay Helipad from Will Smith crib straight to the stage Three Forum shows but I played Staples today The neighborhood is smokey, yall stay safe in this place (True)  Drizzy bout to drop, the game is in disarray Id tell you hear me out but we both know end of the day Your niggas is pressin play, your nanny is pressin play Your wifey, your wifey, your wifey, your wifey— (True)  Had to go and hit reset, now we here I been on top for three sets of three years I cant be around the niggas you minglin with I cant fly if I could sit on the wing of that shit (True) I try to pay it less mind They been keepin tabs on me like Im payin next time I think I sense a little fear from the other side White vans parked across the street, real subtle guys (True)  Yeah, never a matter of ""could I?"" or ""should I?"" Kiss my mom on the forehead then kiss your ass goodbye As luck would have it, Ive settled into my role as the good guy I guess luck is on your side I guess luck is on your side All sevens, no sixes, rest easy, get some shut eye Hold on, hold up, but I— Hahaha, I cant argue with you, no! You mad! Look at you, you mad! You big mad! Haheheh Im happy! Leave me alone! I just want some money, a lot of money I dont get paid to argue with you No! Who is you? You aint nobody! You mad2 "
Scorpion,420582,3807746,Mob Ties,2018,Studio album," Ayy, sick of these niggas (Sick) Sick of these niggas (Sick, sick) Hire some help (Help), get rid of these niggas (Skrr) Sick of this shit, move to the Ritz Turned out the bitch (Ayy) It is what it is, yeah GLE, cause that Lambo movin fast (Skrr) S Class, G Class, lotta class (Sss, sss) In a rocket and that bitch aint got no tags (Skrr, skrr) Louis bags in exchange for body bags, yeah  Sick of these niggas (Sick) Sick of these niggas (Sick, sick) Hire some help (Help), get rid of these niggas (Grr) Fuck what it was, it is what it is (What) Whatever you did, it is what it is  And Im so tired (tired) I fuck with the mob and I got ties (Lotta ties, lotta ties) Knock you off to pay their tithes (Do doo) They want me gone but dont know why Its too late for all that lovey-dovey shit Im your brother shit, all that other shit Its too late for all that Its too late for all that, ayy Its too late for all that lovey-dovey shit Im your brother shit, all that other shit Its too late for all that, ayy Its too late for all that    Ayy, sick of these niggas Im sick of these niggas Hire some help, get rid of these niggas Im not with the ra-ra I am a Dada My bitch in Chanel now Your bitch in Escada (Sick, sick, sick, sick)  Yeah, and they shook Please dont let them fool ya, I dont care how they look (Nah) Heard all of the talkin, now its quiet, now its shush (Shh) Twenty-nine is comin, they on edge when I cook (Cook) Lead the league in scorin, man, but look at my assists (Shh) Yes I be with Future but I like to reminisce (Yeah) I do not forget a thing, Im patient, its a gift (yeah) Try to tell em they aint got to do it, they insist (they insist) Yeah, I can tell I just gave em two for forty million like Chappelle (Two) Standin over coffin with a hammer and a nail (Two) Heard you hit up so and so, that name dont ring a bell, nah  Sick of these niggas (Sick) Hire some help, get rid of these niggas Im sick of this shit (Sick, sick) Im runnin a blitz (Ayy) Whatever you did (Ayy), it is what it is And Im so tired (Tired) I fuck with the mob and I got ties (Lotta ties, lotta ties) Knock you off to pay their tithes (Do doo) They want me gone but dont know why Its too late for all that lovey-dovey shit Im your brother shit, all that other shit Its too late for all that Its too late for all that, ayy Its too late for all that lovey-dovey shit Im your brother shit, all that other shit Its too late for all that, ayy Its too late for all that5 "
Scorpion,420582,3807748,Can’t Take a Joke,2018,Studio album," Ayo, blast that shit, Maxx Blast that shit back if you blastin Ayy  UberX to Hidden Hills Give me somethin I can feel If they come to Hidden Hills Then I know they know the deal We just right there up the road You could hit it with a stone I be out here on my own Im just tryna set the tone Ive been kicked when I was down None of that shit matter now Niggas think they run the town Til we run em out of town And they gotta relocate Gotta dip from where they stay Everything will be okay Man, just stay up out my way  Skid around ends with the bros and Im kitted to the toes If I touch studio then we got one I be tryna laugh with the bros bout the opps that we know But they cant take a joke, cause its not one Think its cause we live by the code, reputation to uphold Makin me the one they gotta take the spot from I be tryna laugh with the bros but they cant take a joke    Ayo, blast that shit, Maxx Blast that shit back if you blastin Yeah, yeah  Back and forth to Italy My comment section killin me I swear I get so passionate Yall do not know the half of it I grew up with the Reps Up boys, we crashin it and splashin in And when I say they crashin it, I do not mean a accident Im– Im still in the studio at 6:45 And my haters either on they way to work or they arrived And I gotta own the things I rap about just for my pride You know when it comes to pride, I cant put that shit aside Ive been kicked when I was down None of that shit matter now They be throwin in the towel I do yellowtail at TAO They be watchin what they say Especially when its to my face Everything will be okay Man, just stay up out my way  Skid around ends with the bros and Im kitted to the toes If I touch studio then we got one I be tryna laugh with the bros bout the opps that we know But they cant take a joke, cause its not one Think its cause we live by the code, reputation to uphold Makin me the one they gotta take the spot from I be tryna laugh with the bros but they cant take a joke3 "
